;time;Autopilot state;Autopilot course;Port telegraph order;Starboard telegraph order;Port rudder order;Starboard rudder order;Starboard rudder angle;Bow thruster power order;Stern thruster power order;Distance made Good;Water depth (echo-sounder);Draft at ship bow;Draft at ship stern;Under keel clearance fwd;Under keel clearance aft;Current speed;Current direction;True wind speed;True wind direction;Relative wind speed;Relative wind direction;Significant wave height;Wave direction;Longitudinal speed through the water;Transverse speed through the water;Longitudinal speed;Transverse speed;Drift angle;Surge;Surge speed;Sway;Sway speed;Heave;Heave speed;Yaw angle;Yaw rate;Roll angle;Roll rate;Pitch angle;Pitch rate;Height above the water;Latitude;Longitude;COG;SOG;Log;Set;Drift;Transverse speed at ship's bow;Transverse speed at ship's stern;Port rudder angle;Rate of turn;Port engine RPM;Starboard engine RPM;Port propeller pitch;Starboard propeller pitch;Bow thruster gained power;Stern thruster gained power;Heading;Wind effect. Longitudinal force;Wind effect. Lateral force;Wind effect. Pitching moment;Hydrodynamics. Longitudinal force;Hydrodynamics. Lateral force;Hydrodynamics. Pitching moment;Wave effect. Longitudinal force;Wave effect. Lateral force;Wave effect. Pitching moment;Ship-Bank interaction. Longitudinal force;Ship-Bank interaction. Lateral force;Ship-Bank interaction. Pitching moment;Fender. Longitudinal force;Fender. Lateral force;Fender. Pitching moment;Total force from all the mooring lines. Longitudinal force;Total force from all the mooring lines. Lateral force;Total force from all the mooring lines. Pitching moment;Port anchor. Longitudinal force;Port anchor. Lateral force;Port anchor. Pitching moment;Starboard anchor. Longitudinal force;Starboard anchor. Lateral force;Starboard anchor. Pitching moment;Ship-Ship interaction. Longitudinal force;Ship-Ship interaction. Lateral force;Ship-Ship interaction. Pitching moment;Propeller. Longitudal force;Propeller. Lateral force;Propeller. Pitching moment;Bow thruster. Longitudinal force;Bow thruster. Lateral force;Bow thruster. Pitching moment;Stern thruster. Longitudinal force;Stern thruster. Lateral force;Stern thruster. Pitching moment;Rudders (all). Longitudal force;Rudders (all). Lateral force;Rudders (all). Pitching moment;ALPHA Ship state;ALPHA Heading;ALPHA Latitude;ALPHA Longitude;CHARLIE Ship state;CHARLIE Heading;CHARLIE Latitude;CHARLIE Longitude;BRAVO Ship state;BRAVO Heading;BRAVO Latitude;BRAVO Longitude
324;00:05:24;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,451.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.87;5.60;0.10;0.00;-0.06;7.57;7.57;-0.06;0.47;5.83;0.00;-0.05;0.01;0.00;0.01;0.30;0.0;359.87;-0.3;359.99;-0.0;-0.15;57.67271;11.797307;224.91;7.57;7.57;135.38;0.06;-0.01;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.38;-2.33;-1.38;-35.90;-72.88;9.71;-624.00;0.00;0.00;0.00;0.00;-0.00;-0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.30;0.00;1.23;0.00;0.00;0.00;0.00;0.00;0.00;-1.53;-2.16;166.07;Running;269.57;57.677071;11.744281;Running;225.38;57.67271;11.797307;Running;30.07;57.598003;11.653263
325;00:05:25;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,458.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.06;7.57;7.57;-0.06;0.48;5.83;0.00;-0.05;0.01;-0.00;-0.01;0.32;0.0;359.87;-0.3;359.99;-0.0;-0.15;57.672661;11.797217;224.94;7.57;7.57;135.42;0.06;-0.01;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.42;-2.33;-1.38;-35.87;-72.90;9.89;-621.45;0.00;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.41;0.00;1.19;0.00;0.00;0.00;0.00;0.00;0.00;-1.53;-1.96;150.80;Running;269.54;57.67707;11.744161;Running;225.42;57.672661;11.797217;Running;30.08;57.598082;11.653349
326;00:05:26;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,466.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.06;7.57;7.57;-0.06;0.48;5.83;0.00;-0.05;0.01;-0.00;-0.01;0.34;0.0;359.86;-0.3;359.99;-0.0;-0.15;57.672613;11.797127;224.96;7.57;7.57;135.45;0.06;-0.01;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.45;-2.33;-1.37;-35.85;-72.91;10.05;-618.18;0.00;0.00;0.00;0.00;0.00;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.38;0.00;1.16;0.00;0.00;0.00;0.00;0.00;0.00;-1.52;-1.76;135.45;Running;269.52;57.67707;11.744041;Running;225.45;57.672613;11.797127;Running;30.08;57.598162;11.653435
327;00:05:27;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,474.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.49;5.83;0.00;-0.05;0.01;0.00;-0.00;0.36;-0.0;359.86;-0.2;359.99;-0.0;-0.15;57.672565;11.797037;224.99;7.57;7.57;135.49;0.07;-0.01;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.49;-2.33;-1.37;-35.83;-72.93;10.20;-614.17;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.30;0.00;1.14;0.00;0.00;0.00;0.00;0.00;0.00;-1.51;-1.57;120.65;Running;269.50;57.677069;11.743921;Running;225.49;57.672565;11.797037;Running;30.08;57.598241;11.65352
328;00:05:28;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,481.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.50;5.83;0.00;-0.06;0.02;0.00;0.01;0.37;-0.0;359.85;-0.2;359.99;-0.0;-0.15;57.672517;11.796947;225.02;7.57;7.57;135.52;0.07;-0.02;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.52;-2.33;-1.37;-35.81;-72.94;10.33;-609.43;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.44;0.00;1.12;0.00;0.00;0.00;0.00;0.00;0.00;-1.51;-1.37;105.53;Running;269.47;57.677068;11.743801;Running;225.52;57.672517;11.796947;Running;30.09;57.598321;11.653606
329;00:05:29;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,489.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.50;5.83;0.00;-0.06;0.02;-0.00;-0.01;0.39;-0.0;359.85;-0.2;359.99;-0.0;-0.15;57.672468;11.796856;225.05;7.57;7.57;135.56;0.07;-0.02;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.56;-2.33;-1.37;-35.80;-72.96;10.44;-604.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.26;0.00;1.09;0.00;0.00;0.00;0.00;0.00;0.00;-1.50;-1.18;91.19;Running;269.45;57.677068;11.743681;Running;225.56;57.672468;11.796856;Running;30.09;57.5984;11.653692
330;00:05:30;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,496.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.51;5.83;0.00;-0.05;0.02;0.00;0.00;0.40;-0.0;359.85;-0.2;359.99;-0.0;-0.15;57.67242;11.796766;225.08;7.57;7.57;135.59;0.07;-0.02;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.59;-2.33;-1.37;-35.79;-72.97;10.54;-597.98;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.42;0.00;1.08;0.00;0.00;0.00;0.00;0.00;0.00;-1.49;-0.99;76.45;Running;269.43;57.677067;11.743561;Running;225.59;57.67242;11.796766;Running;30.10;57.598479;11.653778
331;00:05:31;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,504.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.51;5.84;0.00;-0.05;0.02;0.00;-0.01;0.42;-0.0;359.84;-0.2;359.99;-0.0;-0.15;57.672372;11.796676;225.11;7.57;7.57;135.63;0.07;-0.02;-0.12;0.00;2.1;104.0;104.0;95.0;95.0;0.0;0.0;225.63;-2.33;-1.37;-35.79;-72.99;10.63;-591.31;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.30;0.00;1.06;0.00;0.00;0.00;0.00;0.00;0.00;-1.48;-0.81;62.44;Running;269.41;57.677066;11.743441;Running;225.63;57.672372;11.796676;Running;30.11;57.598559;11.653864
332;00:05:32;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,511.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.83;0.00;-0.06;0.02;0.00;0.01;0.43;-0.0;359.84;-0.2;359.99;-0.0;-0.14;57.672324;11.796585;225.14;7.57;7.57;135.66;0.07;-0.02;-0.12;0.00;2.0;104.0;104.0;95.0;95.0;0.0;0.0;225.66;-2.33;-1.37;-35.80;-73.00;10.70;-584.11;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.34;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;-1.48;-0.63;48.39;Running;269.39;57.677066;11.743321;Running;225.66;57.672324;11.796585;Running;30.11;57.598638;11.65395
333;00:05:33;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,519.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.83;0.00;-0.06;0.02;0.00;0.01;0.44;-0.0;359.84;-0.2;359.99;-0.0;-0.15;57.672276;11.796495;225.17;7.57;7.57;135.69;0.07;-0.02;-0.12;0.00;2.0;104.0;104.0;95.0;95.0;0.0;0.0;225.69;-2.33;-1.37;-35.81;-73.02;10.76;-576.26;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.39;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;-1.47;-0.45;34.73;Running;269.36;57.677065;11.743201;Running;225.69;57.672276;11.796495;Running;30.12;57.598717;11.654036
334;00:05:34;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,527.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.88;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;-0.00;0.00;0.45;-0.0;359.83;-0.1;359.99;-0.0;-0.15;57.672228;11.796404;225.21;7.57;7.57;135.73;0.07;-0.02;-0.12;0.00;2.0;104.0;104.0;95.0;95.0;0.0;0.0;225.73;-2.33;-1.37;-35.82;-73.03;10.80;-567.86;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.26;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;-1.47;-0.28;21.52;Running;269.34;57.677064;11.743081;Running;225.73;57.672228;11.796404;Running;30.13;57.598797;11.654122
335;00:05:35;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,534.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;-0.00;-0.01;0.46;-0.0;359.83;-0.1;359.99;-0.0;-0.15;57.67218;11.796314;225.24;7.57;7.57;135.76;0.07;-0.02;-0.12;0.00;2.0;104.0;104.0;95.0;95.0;0.0;0.0;225.76;-2.33;-1.37;-35.84;-73.05;10.83;-558.96;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.43;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;-1.46;-0.11;8.34;Running;269.33;57.677064;11.742961;Running;225.76;57.67218;11.796314;Running;30.13;57.598876;11.654208
336;00:05:36;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,542.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;0.00;-0.01;0.47;-0.0;359.83;-0.1;359.99;-0.0;-0.15;57.672132;11.796223;225.27;7.57;7.57;135.79;0.07;-0.02;-0.12;0.00;1.9;104.0;104.0;95.0;95.0;0.0;0.0;225.79;-2.33;-1.37;-35.86;-73.06;10.84;-549.56;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.26;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;-1.46;0.06;-4.56;Running;269.31;57.677063;11.742841;Running;225.79;57.672132;11.796223;Running;30.14;57.598955;11.654294
337;00:05:37;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,549.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;0.00;0.00;0.48;-0.0;359.83;-0.1;359.99;-0.0;-0.15;57.672084;11.796132;225.30;7.57;7.57;135.83;0.07;-0.02;-0.12;0.00;1.9;104.0;104.0;95.0;95.0;0.0;0.0;225.83;-2.33;-1.38;-35.89;-73.07;10.85;-539.62;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.37;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;-1.46;0.22;-17.23;Running;269.29;57.677062;11.742722;Running;225.83;57.672084;11.796132;Running;30.15;57.599035;11.65438
338;00:05:38;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,557.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;-0.00;-0.01;0.49;-0.0;359.83;-0.1;359.99;-0.0;-0.14;57.672036;11.796042;225.34;7.57;7.57;135.86;0.07;-0.02;-0.12;0.00;1.9;104.0;104.0;95.0;95.0;0.0;0.0;225.86;-2.34;-1.38;-35.92;-73.09;10.83;-529.23;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.36;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;-1.47;0.38;-29.24;Running;269.27;57.677062;11.742602;Running;225.86;57.672036;11.796042;Running;30.16;57.599114;11.654466
339;00:05:39;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,564.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;0.00;-0.00;0.49;-0.0;359.82;-0.1;359.99;-0.0;-0.15;57.671988;11.795951;225.37;7.57;7.57;135.89;0.07;-0.02;-0.12;0.00;1.9;104.0;104.0;95.0;95.0;0.0;0.0;225.89;-2.34;-1.38;-35.95;-73.10;10.81;-518.41;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.27;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;-1.48;0.54;-41.41;Running;269.26;57.677061;11.742483;Running;225.89;57.671988;11.795951;Running;30.16;57.599194;11.654552
340;00:05:40;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,572.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;0.00;-0.00;0.50;-0.1;359.82;-0.1;359.99;-0.0;-0.15;57.67194;11.79586;225.40;7.57;7.57;135.92;0.07;-0.02;-0.12;0.00;1.8;104.0;104.0;95.0;95.0;0.0;0.0;225.92;-2.34;-1.38;-35.99;-73.12;10.78;-507.20;0.00;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.43;0.00;1.06;0.00;0.00;0.00;0.00;0.00;0.00;-1.48;0.69;-52.92;Running;269.24;57.67706;11.742363;Running;225.92;57.67194;11.79586;Running;30.17;57.599273;11.654638
341;00:05:41;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,580.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.57;7.57;-0.07;0.52;5.84;0.00;-0.06;0.02;0.00;0.00;0.50;-0.1;359.82;-0.1;359.99;-0.0;-0.14;57.671892;11.795769;225.43;7.58;7.57;135.95;0.07;-0.02;-0.11;0.00;1.8;104.0;104.0;95.0;95.0;0.0;0.0;225.95;-2.34;-1.38;-36.03;-73.13;10.73;-495.58;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.28;0.00;1.07;0.00;0.00;0.00;0.00;0.00;0.00;-1.49;0.83;-64.23;Running;269.23;57.677059;11.742244;Running;225.95;57.671892;11.795769;Running;30.18;57.599352;11.654724
342;00:05:42;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,587.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.58;7.58;-0.07;0.51;5.84;0.00;-0.06;0.02;0.00;0.00;0.51;-0.1;359.82;-0.0;359.99;-0.0;-0.15;57.671844;11.795678;225.47;7.58;7.58;135.98;0.07;-0.03;-0.11;0.00;1.8;104.0;104.0;95.0;95.0;0.0;0.0;225.98;-2.34;-1.38;-36.08;-73.14;10.67;-483.60;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.34;0.00;1.08;0.00;0.00;0.00;0.00;0.00;0.00;-1.49;0.98;-75.44;Running;269.21;57.677059;11.742124;Running;225.98;57.671844;11.795678;Running;30.18;57.599432;11.65481
343;00:05:43;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,595.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.58;7.58;-0.07;0.51;5.84;0.00;-0.06;0.02;-0.00;-0.01;0.51;-0.1;359.82;-0.0;359.99;-0.0;-0.15;57.671796;11.795587;225.50;7.58;7.58;136.01;0.07;-0.03;-0.11;0.00;1.7;104.0;104.0;95.0;95.0;0.0;0.0;226.01;-2.34;-1.38;-36.13;-73.16;10.61;-471.22;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.42;0.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;-1.50;1.12;-86.11;Running;269.20;57.677058;11.742005;Running;226.01;57.671796;11.795587;Running;30.19;57.599511;11.654896
344;00:05:44;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,602.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.89;5.60;0.10;0.00;-0.07;7.58;7.58;-0.07;0.51;5.84;0.00;-0.05;0.02;0.00;-0.01;0.52;-0.1;359.82;-0.0;359.99;-0.0;-0.15;57.671748;11.795496;225.53;7.58;7.58;136.04;0.07;-0.03;-0.11;0.00;1.7;104.0;104.0;95.0;95.0;0.0;0.0;226.04;-2.34;-1.39;-36.18;-73.17;10.53;-458.52;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.27;0.00;1.11;0.00;0.00;0.00;0.00;0.00;0.00;-1.50;1.26;-96.69;Running;269.19;57.677057;11.741885;Running;226.04;57.671748;11.795496;Running;30.20;57.59959;11.654982
345;00:05:45;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,610.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.60;0.10;0.00;-0.07;7.58;7.58;-0.07;0.50;5.84;0.00;-0.06;0.02;0.00;-0.00;0.52;-0.1;359.82;-0.0;359.99;-0.0;-0.15;57.6717;11.795405;225.56;7.58;7.58;136.06;0.07;-0.03;-0.11;0.00;1.6;104.0;104.0;95.0;95.0;0.0;0.0;226.06;-2.34;-1.39;-36.23;-73.19;10.44;-445.49;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.37;0.00;1.13;0.00;0.00;0.00;0.00;0.00;0.00;-1.51;1.38;-106.48;Running;269.18;57.677056;11.741766;Running;226.06;57.6717;11.795405;Running;30.20;57.59967;11.655068
346;00:05:46;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,617.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.60;0.10;0.00;-0.07;7.58;7.58;-0.07;0.50;5.84;0.00;-0.06;0.02;0.00;0.01;0.52;-0.1;359.82;0.0;359.99;-0.0;-0.15;57.671653;11.795314;225.60;7.58;7.58;136.09;0.07;-0.03;-0.11;0.00;1.6;104.0;104.0;95.0;95.0;0.0;0.0;226.09;-2.34;-1.39;-36.29;-73.20;10.34;-432.22;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.43;0.00;1.16;0.00;0.00;0.00;0.00;0.00;0.00;-1.51;1.51;-116.34;Running;269.16;57.677056;11.741646;Running;226.09;57.671653;11.795314;Running;30.21;57.599749;11.655154
347;00:05:47;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,625.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.60;0.10;0.00;-0.06;7.58;7.58;-0.06;0.49;5.84;0.00;-0.05;0.02;0.00;0.00;0.52;-0.1;359.82;0.0;359.99;-0.0;-0.15;57.671605;11.795222;225.63;7.58;7.58;136.12;0.06;-0.03;-0.10;0.00;1.6;104.0;104.0;95.0;95.0;0.0;0.0;226.12;-2.34;-1.39;-36.35;-73.21;10.23;-418.70;0.00;0.00;0.00;0.00;-0.00;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.28;0.00;1.18;0.00;0.00;0.00;0.00;0.00;0.00;-1.52;1.63;-125.52;Running;269.15;57.677055;11.741527;Running;226.12;57.671605;11.795222;Running;30.21;57.599828;11.65524
348;00:05:48;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,633.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.60;0.10;0.00;-0.06;7.58;7.58;-0.06;0.49;5.84;0.00;-0.05;0.02;-0.00;-0.01;0.52;-0.1;359.82;0.0;359.99;-0.0;-0.15;57.671557;11.795131;225.66;7.58;7.58;136.14;0.06;-0.03;-0.10;0.00;1.5;104.0;104.0;95.0;95.0;0.0;0.0;226.14;-2.34;-1.40;-36.41;-73.23;10.11;-404.96;0.00;0.00;0.00;0.00;-0.00;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.35;0.00;1.20;0.00;0.00;0.00;0.00;0.00;0.00;-1.52;1.75;-134.54;Running;269.14;57.677054;11.741408;Running;226.14;57.671557;11.795131;Running;30.22;57.599908;11.655326
349;00:05:49;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,640.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.60;0.10;0.00;-0.06;7.58;7.58;-0.06;0.48;5.84;0.00;-0.05;0.02;0.00;-0.01;0.52;-0.1;359.82;0.0;359.99;-0.0;-0.14;57.671509;11.79504;225.69;7.58;7.58;136.17;0.06;-0.03;-0.10;0.00;1.5;104.0;104.0;95.0;95.0;0.0;0.0;226.17;-2.34;-1.40;-36.48;-73.24;9.98;-390.99;0.00;0.00;0.00;0.00;-0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.46;0.00;1.23;0.00;0.00;0.00;0.00;0.00;0.00;-1.53;1.86;-143.28;Running;269.13;57.677053;11.741289;Running;226.17;57.671509;11.79504;Running;30.22;57.599987;11.655412
350;00:05:50;On;226.00;60.0;60.0;0.00;0.00;0.00;0.0;0.0;2,648.00;14.70;6.81;6.79;7.89;7.91;0.00;0.00;1.03;0.00;6.90;5.70;0.10;0.00;-0.06;7.58;7.58;-0.06;0.47;5.84;0.00;-0.05;0.02;0.00;-0.00;0.52;-0.1;359.82;0.0;359.99;-0.0;-0.15;57.671462;11.794948;225.72;7.58;7.58;136.19;0.06;-0.03;-0.10;0.00;1.4;104.0;104.0;95.0;95.0;0.0;0.0;226.19;-2.34;-1.40;-36.55;-73.25;9.85;-376.87;0.00;0.00;0.00;0.00;-0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.37;0.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;-1.53;1.97;-151.39;Running;269.13;57.677052;11.74117;Running;226.19;57.671462;11.794948;Running;30.22;57.600066;11.655498
